timestamp,site_id,site_name,municipality,command_kw,actual_kw,fulfillment_rate,soc_pct,comm_status,pcs_alarm,bms_alarm,quality_flag,weather_alert,response_delay_min
2026-07-04 12:00:00,ESS-001,해남 ESS-01,해남,0,159,1.0,19.5,OK,False,False,GOOD,False,14
2026-07-04 13:00:00,ESS-001,해남 ESS-01,해남,0,48,1.0,22.6,OK,False,False,GOOD,False,8
2026-07-04 14:00:00,ESS-001,해남 ESS-01,해남,1500,1155,0.7705658543745102,24.8,OK,False,False,GOOD,True,12
2026-07-04 15:00:00,ESS-001,해남 ESS-01,해남,3500,3146,0.8990603515352463,25.8,OK,False,False,GOOD,False,3
2026-07-04 16:00:00,ESS-001,해남 ESS-01,해남,2500,2039,0.8157738150195087,25.9,OK,False,False,GOOD,False,7
2026-07-04 17:00:00,ESS-001,해남 ESS-01,해남,0,71,1.0,26.9,OK,False,False,GOOD,False,9
2026-07-04 18:00:00,ESS-001,해남 ESS-01,해남,0,219,1.0,21.1,OK,False,False,GOOD,False,14
2026-07-04 19:00:00,ESS-001,해남 ESS-01,해남,0,44,1.0,23.1,OK,False,False,GOOD,False,13
2026-07-04 20:00:00,ESS-001,해남 ESS-01,해남,0,248,1.0,21.2,OK,False,False,GOOD,False,14
2026-07-04 21:00:00,ESS-001,해남 ESS-01,해남,0,22,1.0,17.7,OK,False,False,GOOD,False,20
2026-07-04 22:00:00,ESS-001,해남 ESS-01,해남,0,21,1.0,15.9,OK,False,False,GOOD,False,7
2026-07-04 23:00:00,ESS-001,해남 ESS-01,해남,0,206,1.0,12.1,OK,False,False,GOOD,False,8
2026-07-05 00:00:00,ESS-001,해남 ESS-01,해남,0,177,1.0,14.1,OK,False,False,GOOD,False,17
2026-07-05 01:00:00,ESS-001,해남 ESS-01,해남,0,40,1.0,16.7,OK,False,False,GOOD,False,13
2026-07-05 02:00:00,ESS-001,해남 ESS-01,해남,0,64,1.0,16.8,MISSING,False,False,MISSING,False,18
2026-07-05 03:00:00,ESS-001,해남 ESS-01,해남,0,234,1.0,23.3,OK,False,False,GOOD,False,4
2026-07-05 04:00:00,ESS-001,해남 ESS-01,해남,0,11,1.0,21.9,OK,False,False,GOOD,False,5
2026-07-05 05:00:00,ESS-001,해남 ESS-01,해남,0,68,1.0,20.4,MISSING,True,False,MISSING,False,22
2026-07-05 06:00:00,ESS-001,해남 ESS-01,해남,0,163,1.0,16.0,OK,False,False,GOOD,False,17
2026-07-05 07:00:00,ESS-001,해남 ESS-01,해남,0,53,1.0,12.6,OK,False,False,GOOD,False,8
2026-07-05 08:00:00,ESS-001,해남 ESS-01,해남,0,192,1.0,8.8,OK,False,False,GOOD,False,16
2026-07-05 09:00:00,ESS-001,해남 ESS-01,해남,0,31,1.0,10.7,OK,True,False,CHECK,False,20
2026-07-05 10:00:00,ESS-001,해남 ESS-01,해남,2500,1394,0.5578906496041443,6.9,OK,False,False,GOOD,False,19
2026-07-05 11:00:00,ESS-001,해남 ESS-01,해남,0,25,1.0,5.8,OK,False,False,GOOD,False,17
2026-07-05 12:00:00,ESS-001,해남 ESS-01,해남,2500,1303,0.5214023333315704,8.3,OK,True,False,CHECK,False,7
2026-07-05 13:00:00,ESS-001,해남 ESS-01,해남,2500,1564,0.6257292887597089,6.0,OK,False,False,GOOD,False,17
2026-07-05 14:00:00,ESS-001,해남 ESS-01,해남,0,121,1.0,10.5,OK,False,False,GOOD,False,16
2026-07-05 15:00:00,ESS-001,해남 ESS-01,해남,0,153,1.0,16.4,OK,False,False,GOOD,False,16
2026-07-05 16:00:00,ESS-001,해남 ESS-01,해남,1500,696,0.46447060807923946,16.8,OK,False,False,GOOD,False,10
2026-07-05 17:00:00,ESS-001,해남 ESS-01,해남,0,106,1.0,17.1,OK,False,False,GOOD,False,14
2026-07-05 18:00:00,ESS-001,해남 ESS-01,해남,0,148,1.0,12.4,OK,False,False,GOOD,False,21
2026-07-05 19:00:00,ESS-001,해남 ESS-01,해남,0,217,1.0,16.6,OK,False,False,GOOD,False,17
2026-07-05 20:00:00,ESS-001,해남 ESS-01,해남,0,81,1.0,9.9,OK,False,False,GOOD,False,16
2026-07-05 21:00:00,ESS-001,해남 ESS-01,해남,0,62,1.0,10.9,OK,False,False,GOOD,False,13
2026-07-05 22:00:00,ESS-001,해남 ESS-01,해남,0,201,1.0,8.4,OK,False,False,GOOD,False,15
2026-07-05 23:00:00,ESS-001,해남 ESS-01,해남,0,126,1.0,9.1,OK,False,False,GOOD,False,8
2026-07-06 00:00:00,ESS-001,해남 ESS-01,해남,0,7,1.0,9.5,OK,False,False,GOOD,False,15
2026-07-06 01:00:00,ESS-001,해남 ESS-01,해남,0,209,1.0,6.4,OK,False,False,GOOD,False,18
2026-07-06 02:00:00,ESS-001,해남 ESS-01,해남,0,169,1.0,6.3,OK,False,False,GOOD,True,14
2026-07-06 03:00:00,ESS-001,해남 ESS-01,해남,0,195,1.0,5.0,OK,False,False,GOOD,False,15
2026-07-06 04:00:00,ESS-001,해남 ESS-01,해남,0,108,1.0,6.7,OK,False,False,GOOD,False,13
2026-07-06 05:00:00,ESS-001,해남 ESS-01,해남,0,59,1.0,7.1,MISSING,False,False,MISSING,False,18
2026-07-06 06:00:00,ESS-001,해남 ESS-01,해남,0,6,1.0,12.0,OK,False,False,GOOD,False,8
2026-07-06 07:00:00,ESS-001,해남 ESS-01,해남,0,15,1.0,7.4,OK,False,False,GOOD,False,19
2026-07-06 08:00:00,ESS-001,해남 ESS-01,해남,0,77,1.0,5.1,OK,False,False,GOOD,False,17
2026-07-06 09:00:00,ESS-001,해남 ESS-01,해남,0,141,1.0,7.5,OK,False,False,GOOD,False,11
2026-07-06 10:00:00,ESS-001,해남 ESS-01,해남,0,221,1.0,11.6,OK,False,False,GOOD,False,12
2026-07-06 11:00:00,ESS-001,해남 ESS-01,해남,1500,897,0.5982734791264755,8.5,OK,False,False,GOOD,False,18
2026-07-06 12:00:00,ESS-001,해남 ESS-01,해남,0,78,1.0,7.7,OK,False,False,GOOD,False,12
2026-07-06 13:00:00,ESS-001,해남 ESS-01,해남,1500,635,0.4233907171771071,5.0,OK,False,False,GOOD,False,11
2026-07-06 14:00:00,ESS-001,해남 ESS-01,해남,0,56,1.0,6.7,OK,False,False,GOOD,False,11
2026-07-06 15:00:00,ESS-001,해남 ESS-01,해남,1500,856,0.5712468183137619,5.0,OK,False,False,GOOD,False,5
2026-07-06 16:00:00,ESS-001,해남 ESS-01,해남,2500,1436,0.5745210316672169,8.0,OK,False,False,GOOD,False,9
2026-07-06 17:00:00,ESS-001,해남 ESS-01,해남,0,231,1.0,5.0,OK,False,False,GOOD,False,12
2026-07-06 18:00:00,ESS-001,해남 ESS-01,해남,0,177,1.0,5.2,OK,False,False,GOOD,False,5
2026-07-06 19:00:00,ESS-001,해남 ESS-01,해남,0,124,1.0,5.0,OK,False,False,GOOD,False,27
2026-07-06 20:00:00,ESS-001,해남 ESS-01,해남,0,201,1.0,5.0,OK,False,False,GOOD,False,6
2026-07-06 21:00:00,ESS-001,해남 ESS-01,해남,0,215,1.0,8.0,OK,False,False,GOOD,False,19
2026-07-06 22:00:00,ESS-001,해남 ESS-01,해남,0,17,1.0,15.4,OK,False,False,GOOD,False,18
2026-07-06 23:00:00,ESS-001,해남 ESS-01,해남,0,162,1.0,17.0,OK,False,False,GOOD,False,12
2026-07-07 00:00:00,ESS-001,해남 ESS-01,해남,0,30,1.0,14.9,OK,False,False,GOOD,False,12
2026-07-07 01:00:00,ESS-001,해남 ESS-01,해남,0,106,1.0,14.0,OK,False,False,GOOD,False,6
2026-07-07 02:00:00,ESS-001,해남 ESS-01,해남,0,2,1.0,13.6,OK,False,False,GOOD,False,6
2026-07-07 03:00:00,ESS-001,해남 ESS-01,해남,0,136,1.0,5.8,OK,False,False,GOOD,False,15
2026-07-07 04:00:00,ESS-001,해남 ESS-01,해남,0,196,1.0,5.0,OK,False,False,GOOD,False,12
2026-07-07 05:00:00,ESS-001,해남 ESS-01,해남,0,223,1.0,8.1,OK,False,False,GOOD,True,12
2026-07-07 06:00:00,ESS-001,해남 ESS-01,해남,0,21,1.0,6.2,OK,False,False,GOOD,False,7
2026-07-07 07:00:00,ESS-001,해남 ESS-01,해남,0,165,1.0,6.8,MISSING,False,False,MISSING,False,6
2026-07-07 08:00:00,ESS-001,해남 ESS-01,해남,0,192,1.0,10.3,OK,True,False,CHECK,False,7
2026-07-07 09:00:00,ESS-001,해남 ESS-01,해남,0,150,1.0,14.8,OK,False,False,GOOD,False,17
2026-07-07 10:00:00,ESS-001,해남 ESS-01,해남,0,109,1.0,16.4,OK,False,False,GOOD,False,13
2026-07-07 11:00:00,ESS-001,해남 ESS-01,해남,4500,2222,0.4938518305559704,13.3,OK,True,False,CHECK,False,12
2026-07-07 12:00:00,ESS-001,해남 ESS-01,해남,0,181,1.0,14.4,OK,False,False,GOOD,False,10
2026-07-07 13:00:00,ESS-001,해남 ESS-01,해남,0,37,1.0,12.3,OK,False,False,GOOD,False,14
2026-07-07 14:00:00,ESS-001,해남 ESS-01,해남,0,48,1.0,11.8,OK,False,False,GOOD,False,13
2026-07-07 15:00:00,ESS-001,해남 ESS-01,해남,0,208,1.0,14.3,OK,False,False,GOOD,False,9
2026-07-07 16:00:00,ESS-001,해남 ESS-01,해남,0,160,1.0,16.6,OK,False,False,GOOD,False,7
2026-07-07 17:00:00,ESS-001,해남 ESS-01,해남,0,100,1.0,18.6,OK,True,False,CHECK,True,15
2026-07-07 18:00:00,ESS-001,해남 ESS-01,해남,0,150,1.0,24.0,OK,False,False,GOOD,True,11
2026-07-07 19:00:00,ESS-001,해남 ESS-01,해남,0,58,1.0,25.1,OK,False,False,GOOD,False,10
2026-07-07 20:00:00,ESS-001,해남 ESS-01,해남,0,247,1.0,27.4,OK,False,False,GOOD,False,7
2026-07-07 21:00:00,ESS-001,해남 ESS-01,해남,0,174,1.0,30.1,OK,False,False,GOOD,False,10
2026-07-07 22:00:00,ESS-001,해남 ESS-01,해남,0,12,1.0,28.3,OK,False,False,GOOD,False,16
2026-07-07 23:00:00,ESS-001,해남 ESS-01,해남,0,92,1.0,25.3,OK,True,False,CHECK,True,10
2026-07-01 00:00:00,ESS-002,완도 ESS-02,완도,0,63,1.0,75.1,OK,False,False,GOOD,False,3
2026-07-01 01:00:00,ESS-002,완도 ESS-02,완도,0,157,1.0,75.4,OK,False,False,GOOD,False,2
2026-07-01 02:00:00,ESS-002,완도 ESS-02,완도,0,61,1.0,75.1,OK,False,False,GOOD,False,1
2026-07-01 03:00:00,ESS-002,완도 ESS-02,완도,0,158,1.0,80.0,OK,False,False,GOOD,False,0
2026-07-01 04:00:00,ESS-002,완도 ESS-02,완도,0,43,1.0,86.5,OK,False,False,GOOD,False,10
2026-07-01 05:00:00,ESS-002,완도 ESS-02,완도,0,67,1.0,85.7,OK,False,False,GOOD,False,9
2026-07-01 06:00:00,ESS-002,완도 ESS-02,완도,0,131,1.0,86.1,OK,False,True,CHECK,False,2
2026-07-01 07:00:00,ESS-002,완도 ESS-02,완도,0,56,1.0,84.1,OK,False,False,GOOD,False,1
2026-07-01 08:00:00,ESS-002,완도 ESS-02,완도,0,39,1.0,87.8,OK,False,False,GOOD,False,9
2026-07-01 09:00:00,ESS-002,완도 ESS-02,완도,0,111,1.0,85.7,OK,False,False,GOOD,False,14
2026-07-01 10:00:00,ESS-002,완도 ESS-02,완도,0,146,1.0,88.1,OK,False,False,GOOD,True,1
2026-07-01 11:00:00,ESS-002,완도 ESS-02,완도,0,24,1.0,90.9,OK,False,False,GOOD,False,5
2026-07-01 12:00:00,ESS-002,완도 ESS-02,완도,0,75,1.0,92.1,OK,True,False,CHECK,False,11
2026-07-01 13:00:00,ESS-002,완도 ESS-02,완도,0,105,1.0,91.4,OK,False,False,GOOD,False,4
2026-07-01 14:00:00,ESS-002,완도 ESS-02,완도,3600,3265,0.9071433072718066,86.1,OK,False,False,GOOD,False,7
2026-07-01 15:00:00,ESS-002,완도 ESS-02,완도,2800,2005,0.7161493911633721,82.0,OK,True,False,CHECK,False,17
2026-07-01 16:00:00,ESS-002,완도 ESS-02,완도,0,151,1.0,84.6,OK,False,False,GOOD,False,3
2026-07-01 17:00:00,ESS-002,완도 ESS-02,완도,0,45,1.0,85.5,OK,False,False,GOOD,False,0
2026-07-01 18:00:00,ESS-002,완도 ESS-02,완도,0,5,1.0,82.6,OK,False,False,GOOD,True,6
2026-07-01 19:00:00,ESS-002,완도 ESS-02,완도,0,89,1.0,85.3,OK,False,False,GOOD,False,6
2026-07-01 20:00:00,ESS-002,완도 ESS-02,완도,0,164,1.0,84.2,OK,False,False,GOOD,False,6
2026-07-01 21:00:00,ESS-002,완도 ESS-02,완도,0,57,1.0,88.7,OK,False,False,GOOD,False,4
2026-07-01 22:00:00,ESS-002,완도 ESS-02,완도,0,97,1.0,83.9,OK,False,False,GOOD,False,4
2026-07-01 23:00:00,ESS-002,완도 ESS-02,완도,0,68,1.0,89.0,MISSING,False,False,MISSING,False,9
2026-07-02 00:00:00,ESS-002,완도 ESS-02,완도,0,194,1.0,93.3,OK,False,False,GOOD,False,0
2026-07-02 01:00:00,ESS-002,완도 ESS-02,완도,0,47,1.0,90.5,OK,False,False,GOOD,False,4
2026-07-02 02:00:00,ESS-002,완도 ESS-02,완도,0,118,1.0,83.0,OK,False,False,GOOD,False,8
2026-07-02 03:00:00,ESS-002,완도 ESS-02,완도,0,79,1.0,83.4,OK,False,False,GOOD,False,2
2026-07-02 04:00:00,ESS-002,완도 ESS-02,완도,0,135,1.0,81.6,OK,False,False,BAD,False,3
2026-07-02 05:00:00,ESS-002,완도 ESS-02,완도,0,134,1.0,79.8,OK,False,False,GOOD,False,7
2026-07-02 06:00:00,ESS-002,완도 ESS-02,완도,0,165,1.0,83.0,OK,False,False,GOOD,True,7
2026-07-02 07:00:00,ESS-002,완도 ESS-02,완도,0,64,1.0,79.4,OK,False,False,GOOD,False,7
2026-07-02 08:00:00,ESS-002,완도 ESS-02,완도,0,27,1.0,77.8,OK,False,False,GOOD,False,5
2026-07-02 09:00:00,ESS-002,완도 ESS-02,완도,0,89,1.0,74.6,OK,False,False,GOOD,False,11
2026-07-02 10:00:00,ESS-002,완도 ESS-02,완도,2800,2796,0.9986119488583266,65.9,OK,False,False,GOOD,False,0
2026-07-02 11:00:00,ESS-002,완도 ESS-02,완도,2000,1822,0.911278194891537,66.7,OK,False,False,GOOD,False,4
2026-07-02 12:00:00,ESS-002,완도 ESS-02,완도,0,152,1.0,66.4,OK,False,False,GOOD,False,3
2026-07-02 13:00:00,ESS-002,완도 ESS-02,완도,2000,2034,1.0171881306477966,65.7,OK,False,False,GOOD,False,10
2026-07-02 14:00:00,ESS-002,완도 ESS-02,완도,3600,3960,1.1,66.7,OK,False,False,GOOD,False,0
2026-07-02 15:00:00,ESS-002,완도 ESS-02,완도,2000,1318,0.6592963149866318,64.9,MISSING,False,False,MISSING,True,17
2026-07-02 16:00:00,ESS-002,완도 ESS-02,완도,0,77,1.0,67.0,OK,False,False,GOOD,False,0
2026-07-02 17:00:00,ESS-002,완도 ESS-02,완도,0,60,1.0,63.7,OK,False,False,GOOD,False,8
2026-07-02 18:00:00,ESS-002,완도 ESS-02,완도,0,69,1.0,61.3,OK,False,False,GOOD,False,0
2026-07-02 19:00:00,ESS-002,완도 ESS-02,완도,0,113,1.0,62.0,OK,False,False,GOOD,False,7
2026-07-02 20:00:00,ESS-002,완도 ESS-02,완도,0,192,1.0,58.3,OK,False,False,GOOD,False,5
2026-07-02 21:00:00,ESS-002,완도 ESS-02,완도,0,175,1.0,59.7,OK,False,False,GOOD,False,7
2026-07-02 22:00:00,ESS-002,완도 ESS-02,완도,0,40,1.0,60.9,OK,False,False,GOOD,False,1
2026-07-02 23:00:00,ESS-002,완도 ESS-02,완도,0,152,1.0,65.0,OK,False,False,GOOD,False,2
2026-07-03 00:00:00,ESS-002,완도 ESS-02,완도,0,178,1.0,66.6,OK,False,False,GOOD,False,6
2026-07-03 01:00:00,ESS-002,완도 ESS-02,완도,0,138,1.0,57.8,OK,False,True,CHECK,False,7
2026-07-03 02:00:00,ESS-002,완도 ESS-02,완도,0,1,1.0,56.6,OK,False,False,GOOD,False,1
2026-07-03 03:00:00,ESS-002,완도 ESS-02,완도,0,153,1.0,59.2,MISSING,False,False,MISSING,False,12
2026-07-03 04:00:00,ESS-002,완도 ESS-02,완도,0,81,1.0,60.9,OK,False,False,GOOD,False,3
2026-07-03 05:00:00,ESS-002,완도 ESS-02,완도,0,15,1.0,59.3,OK,False,False,GOOD,False,14
2026-07-03 06:00:00,ESS-002,완도 ESS-02,완도,0,56,1.0,61.3,OK,False,False,GOOD,False,7
2026-07-03 07:00:00,ESS-002,완도 ESS-02,완도,0,129,1.0,60.7,OK,False,False,GOOD,False,8
2026-07-03 08:00:00,ESS-002,완도 ESS-02,완도,0,142,1.0,51.6,OK,False,False,GOOD,False,5
2026-07-03 09:00:00,ESS-002,완도 ESS-02,완도,0,26,1.0,53.1,OK,False,False,GOOD,False,14
2026-07-03 10:00:00,ESS-002,완도 ESS-02,완도,3600,3322,0.9229030278403294,46.9,OK,False,False,GOOD,False,0
2026-07-03 11:00:00,ESS-002,완도 ESS-02,완도,3600,3246,0.9019023301164272,50.6,OK,False,False,GOOD,False,7
2026-07-03 12:00:00,ESS-002,완도 ESS-02,완도,0,98,1.0,50.2,OK,False,False,GOOD,False,10
2026-07-03 13:00:00,ESS-002,완도 ESS-02,완도,0,59,1.0,46.2,MISSING,False,False,MISSING,False,10
