timestamp,site_id,site_name,municipality,command_kw,actual_kw,fulfillment_rate,soc_pct,comm_status,pcs_alarm,bms_alarm,quality_flag,weather_alert,response_delay_min,low_fulfillment,soc_low,data_type
2025-03-17 13:00:00,HN-ESS-02,해남 ESS-02,해남군,2147.4,1298.9,0.605,67.1,OK,0,0,OK,0,15,1,0,SYNTHETIC_LOG
2025-03-17 14:00:00,HN-ESS-02,해남 ESS-02,해남군,3209.2,1938.4,0.604,53.5,OK,0,0,OK,0,13,1,0,SYNTHETIC_LOG
2025-03-17 15:00:00,HN-ESS-02,해남 ESS-02,해남군,1971.8,1471.3,0.746,24.4,OK,0,0,CHECK,0,12,1,0,SYNTHETIC_LOG
2025-03-17 16:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,70.9,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-17 17:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,17.4,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-17 18:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,31.0,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-17 19:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,65.0,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-17 20:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,13.6,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-17 21:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,41.9,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-17 22:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,26.0,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-17 23:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,39.4,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 00:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,5.0,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 01:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,6.0,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 02:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,29.6,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 03:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,65.4,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 04:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,41.2,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 05:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,45.1,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 06:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,60.1,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 07:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,25.7,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 08:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,51.2,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 09:00:00,HN-ESS-02,해남 ESS-02,해남군,1853.0,1143.3,0.617,67.9,OK,0,0,OK,0,13,1,0,SYNTHETIC_LOG
2025-03-18 10:00:00,HN-ESS-02,해남 ESS-02,해남군,3206.4,1951.5,0.609,13.6,OK,0,0,CHECK,0,11,1,1,SYNTHETIC_LOG
2025-03-18 11:00:00,HN-ESS-02,해남 ESS-02,해남군,2401.9,1376.6,0.573,39.7,OK,0,0,CHECK,0,17,1,0,SYNTHETIC_LOG
2025-03-18 12:00:00,HN-ESS-02,해남 ESS-02,해남군,3599.4,1869.2,0.519,24.6,OK,0,0,OK,0,5,1,0,SYNTHETIC_LOG
2025-03-18 13:00:00,HN-ESS-02,해남 ESS-02,해남군,2448.4,1784.2,0.729,51.1,OK,0,0,OK,0,8,1,0,SYNTHETIC_LOG
2025-03-18 14:00:00,HN-ESS-02,해남 ESS-02,해남군,1760.1,985.3,0.56,5.0,OK,0,0,OK,0,7,1,1,SYNTHETIC_LOG
2025-03-18 15:00:00,HN-ESS-02,해남 ESS-02,해남군,3238.3,2630.5,0.812,57.8,OK,0,0,OK,0,9,1,0,SYNTHETIC_LOG
2025-03-18 16:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,83.4,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 17:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,27.4,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 18:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,45.7,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 19:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,68.5,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 20:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,64.6,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 21:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,83.6,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 22:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,77.9,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-18 23:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,68.5,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 00:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,28.0,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 01:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,62.5,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 02:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,51.9,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 03:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,15.8,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 04:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,76.2,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 05:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,62.8,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 06:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,46.0,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 07:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,39.9,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 08:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,18.6,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 09:00:00,HN-ESS-02,해남 ESS-02,해남군,3370.2,2621.3,0.778,16.0,OK,0,0,OK,0,24,1,1,SYNTHETIC_LOG
2025-03-19 10:00:00,HN-ESS-02,해남 ESS-02,해남군,2626.9,1861.7,0.709,49.4,OK,1,0,OK,0,14,1,0,SYNTHETIC_LOG
2025-03-19 11:00:00,HN-ESS-02,해남 ESS-02,해남군,2181.6,1431.8,0.656,5.0,OK,0,0,OK,0,8,1,1,SYNTHETIC_LOG
2025-03-19 12:00:00,HN-ESS-02,해남 ESS-02,해남군,3340.4,2306.3,0.69,67.9,OK,0,0,OK,0,9,1,0,SYNTHETIC_LOG
2025-03-19 13:00:00,HN-ESS-02,해남 ESS-02,해남군,2309.9,1252.5,0.542,36.1,OK,0,0,CHECK,0,14,1,0,SYNTHETIC_LOG
2025-03-19 14:00:00,HN-ESS-02,해남 ESS-02,해남군,3709.0,2154.7,0.581,42.2,OK,1,0,OK,0,11,1,0,SYNTHETIC_LOG
2025-03-19 15:00:00,HN-ESS-02,해남 ESS-02,해남군,3001.7,1893.2,0.631,72.6,OK,0,1,CHECK,0,10,1,0,SYNTHETIC_LOG
2025-03-19 16:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,29.8,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 17:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,81.5,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 18:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,62.8,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 19:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,38.1,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 20:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,21.1,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 21:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,28.9,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 22:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,18.3,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-19 23:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,90.9,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 00:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,48.6,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 01:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,70.3,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 02:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,17.1,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 03:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,49.0,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 04:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,70.9,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 05:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,37.6,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 06:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,67.7,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 07:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,21.1,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 08:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,15.0,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 09:00:00,HN-ESS-02,해남 ESS-02,해남군,3541.0,2226.3,0.629,17.5,OK,0,0,OK,0,11,1,1,SYNTHETIC_LOG
2025-03-20 10:00:00,HN-ESS-02,해남 ESS-02,해남군,3642.4,2482.7,0.682,92.3,OK,0,0,OK,0,14,1,0,SYNTHETIC_LOG
2025-03-20 11:00:00,HN-ESS-02,해남 ESS-02,해남군,2036.0,1631.6,0.801,76.5,OK,1,1,OK,0,17,1,0,SYNTHETIC_LOG
2025-03-20 12:00:00,HN-ESS-02,해남 ESS-02,해남군,2216.5,1279.0,0.577,19.4,OK,0,0,OK,0,13,1,1,SYNTHETIC_LOG
2025-03-20 13:00:00,HN-ESS-02,해남 ESS-02,해남군,3160.2,1953.6,0.618,30.3,OK,0,0,OK,0,13,1,0,SYNTHETIC_LOG
2025-03-20 14:00:00,HN-ESS-02,해남 ESS-02,해남군,3112.1,1014.7,0.326,24.3,OK,1,0,OK,0,9,1,0,SYNTHETIC_LOG
2025-03-20 15:00:00,HN-ESS-02,해남 ESS-02,해남군,3735.9,2332.9,0.624,74.4,OK,0,0,OK,0,7,1,0,SYNTHETIC_LOG
2025-03-20 16:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,51.2,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 17:00:00,HN-ESS-02,해남 ESS-02,해남군,1579.6,893.5,0.566,28.8,OK,0,0,OK,0,6,1,0,SYNTHETIC_LOG
2025-03-20 18:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,56.0,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 19:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,67.3,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 20:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,51.1,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 21:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,14.8,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 22:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,37.7,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-20 23:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,88.1,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 00:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,5.0,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 01:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,38.9,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 02:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,32.9,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 03:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,47.7,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 04:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,61.5,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 05:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,80.4,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 06:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,39.1,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 07:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,62.9,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 08:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,56.0,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 09:00:00,HN-ESS-02,해남 ESS-02,해남군,3093.1,2092.5,0.676,17.0,OK,0,0,OK,0,15,1,1,SYNTHETIC_LOG
2025-03-21 10:00:00,HN-ESS-02,해남 ESS-02,해남군,2591.1,1891.4,0.73,68.5,OK,0,0,OK,0,9,1,0,SYNTHETIC_LOG
2025-03-21 11:00:00,HN-ESS-02,해남 ESS-02,해남군,3558.3,1988.8,0.559,15.6,OK,0,0,OK,0,9,1,1,SYNTHETIC_LOG
2025-03-21 12:00:00,HN-ESS-02,해남 ESS-02,해남군,3287.8,2787.2,0.848,17.5,OK,0,0,OK,0,12,1,1,SYNTHETIC_LOG
2025-03-21 13:00:00,HN-ESS-02,해남 ESS-02,해남군,2110.1,1578.5,0.748,5.0,OK,0,0,OK,0,13,1,1,SYNTHETIC_LOG
2025-03-21 14:00:00,HN-ESS-02,해남 ESS-02,해남군,1813.6,1235.4,0.681,5.0,OK,0,0,CHECK,0,21,1,1,SYNTHETIC_LOG
2025-03-21 15:00:00,HN-ESS-02,해남 ESS-02,해남군,3246.5,2140.6,0.659,48.5,OK,0,0,OK,0,11,1,0,SYNTHETIC_LOG
2025-03-21 16:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,27.4,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 17:00:00,HN-ESS-02,해남 ESS-02,해남군,2084.0,977.4,0.469,57.2,OK,0,0,OK,0,9,1,0,SYNTHETIC_LOG
2025-03-21 18:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,40.3,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 19:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,55.0,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 20:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,79.0,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 21:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,39.7,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 22:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,48.2,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-21 23:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,50.6,OK,0,0,OK,0,0,0,0,SYNTHETIC_LOG
2025-03-22 00:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,51.2,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-22 01:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,13.9,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-22 02:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,5.0,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-22 03:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,22.6,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-22 04:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,48.7,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-22 05:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,57.2,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-22 06:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,33.3,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-22 07:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,75.3,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-22 08:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,41.9,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-22 09:00:00,HN-ESS-02,해남 ESS-02,해남군,3087.3,2395.9,0.776,14.3,OK,0,0,OK,1,12,1,1,SYNTHETIC_LOG
2025-03-22 10:00:00,HN-ESS-02,해남 ESS-02,해남군,2809.7,2035.2,0.724,15.2,OK,0,1,OK,1,11,1,1,SYNTHETIC_LOG
2025-03-22 11:00:00,HN-ESS-02,해남 ESS-02,해남군,3113.0,2592.5,0.833,53.3,OK,0,0,OK,1,8,1,0,SYNTHETIC_LOG
2025-03-22 12:00:00,HN-ESS-02,해남 ESS-02,해남군,3731.9,2268.8,0.608,44.4,OK,0,0,CHECK,1,12,1,0,SYNTHETIC_LOG
2025-03-22 13:00:00,HN-ESS-02,해남 ESS-02,해남군,2122.8,1160.9,0.547,45.2,OK,0,0,OK,1,9,1,0,SYNTHETIC_LOG
2025-03-22 14:00:00,HN-ESS-02,해남 ESS-02,해남군,2352.8,1754.2,0.746,16.6,OK,0,0,OK,1,11,1,1,SYNTHETIC_LOG
2025-03-22 15:00:00,HN-ESS-02,해남 ESS-02,해남군,2028.5,1540.0,0.759,47.6,OK,0,0,OK,1,13,1,0,SYNTHETIC_LOG
2025-03-22 16:00:00,HN-ESS-02,해남 ESS-02,해남군,1892.6,1172.7,0.62,15.5,OK,0,1,OK,1,18,1,1,SYNTHETIC_LOG
2025-03-22 17:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,22.2,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-22 18:00:00,HN-ESS-02,해남 ESS-02,해남군,1748.1,1416.3,0.81,53.9,OK,0,0,OK,1,14,1,0,SYNTHETIC_LOG
2025-03-22 19:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,77.4,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-22 20:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,51.8,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-22 21:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,31.6,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-22 22:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,36.4,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-22 23:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,48.1,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 00:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,47.1,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 01:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,77.1,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 02:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,75.7,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 03:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,37.1,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 04:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,32.9,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 05:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,5.0,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 06:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,32.9,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 07:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,23.5,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 08:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,37.2,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 09:00:00,HN-ESS-02,해남 ESS-02,해남군,2417.0,1701.8,0.704,53.6,OK,0,0,OK,1,6,1,0,SYNTHETIC_LOG
2025-03-23 10:00:00,HN-ESS-02,해남 ESS-02,해남군,2081.0,812.5,0.39,49.4,OK,0,0,OK,1,12,1,0,SYNTHETIC_LOG
2025-03-23 11:00:00,HN-ESS-02,해남 ESS-02,해남군,2940.8,2057.7,0.7,42.2,OK,0,0,CHECK,1,13,1,0,SYNTHETIC_LOG
2025-03-23 12:00:00,HN-ESS-02,해남 ESS-02,해남군,3178.1,1603.5,0.505,13.3,OK,0,0,OK,1,18,1,1,SYNTHETIC_LOG
2025-03-23 13:00:00,HN-ESS-02,해남 ESS-02,해남군,2291.5,1911.6,0.834,39.1,OK,0,1,OK,1,19,1,0,SYNTHETIC_LOG
2025-03-23 14:00:00,HN-ESS-02,해남 ESS-02,해남군,2107.1,1366.5,0.649,9.1,OK,0,0,OK,1,12,1,1,SYNTHETIC_LOG
2025-03-23 15:00:00,HN-ESS-02,해남 ESS-02,해남군,2562.8,2144.1,0.837,17.3,OK,0,0,OK,1,7,1,1,SYNTHETIC_LOG
2025-03-23 16:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,42.6,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 17:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,93.4,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 18:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,60.1,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 19:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,44.9,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 20:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,40.5,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
2025-03-23 21:00:00,HN-ESS-02,해남 ESS-02,해남군,0.0,0.0,1.0,43.1,OK,0,0,OK,1,0,0,0,SYNTHETIC_LOG
